epoch,time,train/teacher_box_loss,train/teacher_cls_loss,train/teacher_dfl_loss,train/student_box_loss,train/student_cls_loss,train/student_dfl_loss,train/distill_cls_loss,train/distill_m2d2_loss,train/distill_l2_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,metrics_student/precision(B),metrics_student/recall(B),metrics_student/mAP50(B),metrics_student/mAP50-95(B),lr/pg0,lr/pg1,lr/pg2
1,8.01945,2.91113,5.7372,4.44495,2.8968,5.92806,4.42121,0.71026,0.16408,0.00296,0,0,0,0,3.37847,5.31744,4.15903,0,0,0,0,1.19e-06,1.19e-06,1.19e-06
2,10.4404,3.09973,5.65639,4.3094,3.15658,5.57353,4.32773,0.73402,0.19473,0.00398,0,0,0,0,3.37845,5.31985,4.15887,0,0,0,0,1.80285e-06,1.80285e-06,1.80285e-06
